"","name","Outcome","N","25th Percentile","75th Percentile"," Outcome, 75th Percentile v. 25th Percentile"," "," "," "," "," "," "," "," "," "
"1"," "," "," "," "," ","Unadjusted"," "," "," "," ","Adjusted"," "," "," "," "
"2"," "," "," "," "," ","Predicted Outcome at 25th Percentile","Predicted Outcome at 75th Percentile","Coefficient (95% CI)","P-value","FDR adjusted P-value","Predicted Outcome at 25th Percentile","Predicted Outcome at 75th Percentile","Coefficient (95% CI)","P-value","FDR adjusted P-value"
"3","IPF(2a)-III","Change in LAZ from Year 1 to Year 2","603","-0.73","-0.09","-0.05","-0.01","0.04 (-0.01, 0.08)","0.1","0.18","-0.25","-0.23","0.02 (-0.03, 0.06)","0.45","0.57"
"4","","Change in WAZ from Year 1 to Year 2","605","-0.73","-0.08","-0.32","-0.22","0.09 (0.05, 0.14)","0","0","-0.39","-0.31","0.08 (0.04, 0.13)","0","0.01"
"5","","Change in WLZ from Year 1 to Year 2","603","-0.73","-0.09","-0.34","-0.23","0.11 (0.05, 0.17)","0","0","-0.22","-0.11","0.11 (0.05, 0.18)","0","0.01"
"6","","Change in HCZ from Year 1 to Year 2","599","-0.73","-0.09","-0.07","-0.02","0.04 (-0.01, 0.09)","0.09","0.17","-0.17","-0.13","0.04 (-0.01, 0.09)","0.14","0.25"
"7","","","","","","","","","","","","","","",""
"8","2,3-dinor-iPF(2a)-III","Change in LAZ from Year 1 to Year 2","603","1.54","1.97","-0.06","0.01","0.07 (-0.03, 0.17)","0.17","0.27","-0.23","-0.15","0.09 (0.03, 0.14)","0","0.01"
"9","","Change in WAZ from Year 1 to Year 2","605","1.54","1.97","-0.29","-0.25","0.05 (-0.05, 0.14)","0.33","0.5","-0.4","-0.34","0.07 (0, 0.13)","0.04","0.14"
"10","","Change in WLZ from Year 1 to Year 2","603","1.54","1.97","-0.3","-0.27","0.03 (-0.08, 0.15)","0.57","0.71","-0.2","-0.19","0.02 (-0.1, 0.14)","0.8","0.83"
"11","","Change in HCZ from Year 1 to Year 2","599","1.54","1.97","-0.08","-0.01","0.07 (0.02, 0.13)","0.01","0.03","-0.18","-0.11","0.07 (0.01, 0.13)","0.02","0.1"
"12","","","","","","","","","","","","","","",""
"13","iPF(2a)-VI","Change in LAZ from Year 1 to Year 2","603","2.3","2.86","-0.1","0.06","0.16 (0.06, 0.26)","0","0.01","-0.29","-0.17","0.12 (0.03, 0.21)","0.01","0.04"
"14","","Change in WAZ from Year 1 to Year 2","605","2.3","2.86","-0.3","-0.22","0.08 (0.03, 0.12)","0","0.01","-0.43","-0.37","0.07 (0.02, 0.12)","0.01","0.04"
"15","","Change in WLZ from Year 1 to Year 2","603","2.3","2.86","-0.32","-0.23","0.08 (0.02, 0.15)","0.01","0.05","-0.22","-0.18","0.05 (-0.06, 0.15)","0.38","0.51"
"16","","Change in HCZ from Year 1 to Year 2","599","2.3","2.87","-0.14","0.01","0.14 (0.03, 0.25)","0.01","0.04","-0.2","-0.13","0.07 (-0.01, 0.15)","0.1","0.23"
"17","","","","","","","","","","","","","","",""
"18","8,12-iso-iPF(2a)-VI","Change in LAZ from Year 1 to Year 2","603","2.17","2.9","-0.1","0.02","0.12 (0.01, 0.23)","0.03","0.08","-0.24","-0.15","0.09 (-0.02, 0.2)","0.1","0.24"
"19","","Change in WAZ from Year 1 to Year 2","605","2.16","2.9","-0.3","-0.23","0.07 (0.01, 0.13)","0.02","0.06","-0.4","-0.34","0.06 (0.01, 0.12)","0.03","0.12"
"20","","Change in WLZ from Year 1 to Year 2","603","2.17","2.9","-0.32","-0.23","0.08 (0.01, 0.15)","0.02","0.07","-0.22","-0.15","0.07 (0, 0.14)","0.05","0.16"
"21","","Change in HCZ from Year 1 to Year 2","599","2.17","2.9","-0.1","-0.02","0.08 (0, 0.17)","0.05","0.11","-0.19","-0.13","0.06 (-0.01, 0.14)","0.11","0.24"
"22","","","","","","","","","","","","","","",""
"23","Combined urinary oxidative stress biomarkers","Change in LAZ from Year 1 to Year 2","603","2.48","3.52","-0.07","0.02","0.09 (0, 0.19)","0.05","0.12","-0.25","-0.19","0.06 (-0.04, 0.16)","0.25","0.36"
"24","","Change in WAZ from Year 1 to Year 2","605","2.48","3.52","-0.31","-0.21","0.1 (0.05, 0.15)","0","0","-0.4","-0.31","0.09 (0.04, 0.14)","0","0.01"
"25","","Change in WLZ from Year 1 to Year 2","603","2.48","3.52","-0.29","-0.21","0.08 (-0.1, 0.26)","0.38","0.53","-0.16","-0.11","0.05 (-0.12, 0.23)","0.57","0.66"
"26","","Change in HCZ from Year 1 to Year 2","599","2.47","3.52","-0.15","0.01","0.15 (0.02, 0.29)","0.03","0.07","-0.18","-0.12","0.06 (0, 0.12)","0.06","0.17"
